downstep	lexical_tone	ip_boundary	vowel_number_in_utterance	phone_label	text_name	word_label	utterance_label	utterance_num_within_text
	Ø		2	a	sxw-T0117-texts-un	na	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		3	o	sxw-T0117-texts-un	oɦu	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	L		4	u	sxw-T0117-texts-un	oɦu	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	L		5	ɔ	sxw-T0117-texts-un	ɔ	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø	top%	6	e	sxw-T0117-texts-un	le	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		7	o	sxw-T0117-texts-un	osɔ	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	H		8	ɔ	sxw-T0117-texts-un	osɔ	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		9	ɛ	sxw-T0117-texts-un	wɛ	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
!	H		10	i	sxw-T0117-texts-un	ɲi	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		11	o	sxw-T0117-texts-un	oɦu	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	L	%	12	u	sxw-T0117-texts-un	oɦu	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	H		13	a	sxw-T0117-texts-un	na	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		14	e	sxw-T0117-texts-un	je	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		15	ɔ	sxw-T0117-texts-un	nɔ	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	L		16	o	sxw-T0117-texts-un	do	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		17	e	sxw-T0117-texts-un	le	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	H	%	18	a	sxw-T0117-texts-un	sa	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	H		19	a	sxw-T0117-texts-un	na	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		20	e	sxw-T0117-texts-un	je	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		21	a	sxw-T0117-texts-un	na	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		22	i	sxw-T0117-texts-un	ji	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
!	H		23	i	sxw-T0117-texts-un	fiɖe	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	H	%	24	e	sxw-T0117-texts-un	fiɖe	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		25	a	sxw-T0117-texts-un	na	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		26	e	sxw-T0117-texts-un	je	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		27	a	sxw-T0117-texts-un	na	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		28	i	sxw-T0117-texts-un	ji	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	L		29	i	sxw-T0117-texts-un	didjɔnu	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	L		30	ɔ	sxw-T0117-texts-un	didjɔnu	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		31	u	sxw-T0117-texts-un	didjɔnu	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	H		32	i	sxw-T0117-texts-un	fiɖe	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	H	utt%	33	e	sxw-T0117-texts-un	fiɖe	xe nã oɦũ ɔ̃ le osɔ wɛ ɲĩ oɦũ nã je nɔ̃ do le sa nã je nã ji fiɖe na je nã ji dĩdjɔ̃nũ fiɖe	3
	Ø		1	u	sxw-T0117-texts-un	ŋutɔ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	H		2	ɔ	sxw-T0117-texts-un	ŋutɔ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	H	top%	3	a	sxw-T0117-texts-un	tʃa	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		4	ɛ	sxw-T0117-texts-un	mɛ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	H		5	i	sxw-T0117-texts-un	ni	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		6	ɔ	sxw-T0117-texts-un	nɔ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
!	H		7	o	sxw-T0117-texts-un	ɖo	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		8	o	sxw-T0117-texts-un	osɔ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
!	H		9	ɔ	sxw-T0117-texts-un	osɔ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	H		10	e	sxw-T0117-texts-un	we	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		11	o	sxw-T0117-texts-un	o	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	L		12	a	sxw-T0117-texts-un	alo	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	H		13	o	sxw-T0117-texts-un	alo	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		14	o	sxw-T0117-texts-un	osɔ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
!	H		15	ɔ	sxw-T0117-texts-un	osɔ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	H		16	ɔ	sxw-T0117-texts-un	mɔ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	H		17	a	sxw-T0117-texts-un	ɦa	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		18	e	sxw-T0117-texts-un	le	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		19	a	sxw-T0117-texts-un	ta	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		20	ɛ	sxw-T0117-texts-un	mɛ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø	top%	21	ɛ	sxw-T0117-texts-un	lwɛ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		22	ɛ	sxw-T0117-texts-un	ɛmɛ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		23	ɛ	sxw-T0117-texts-un	ɛmɛ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	H		24	e	sxw-T0117-texts-un	xe	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		25	a	sxw-T0117-texts-un	na	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		26	a	sxw-T0117-texts-un	alɔnu	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		27	ɔ	sxw-T0117-texts-un	alɔnu	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		28	u	sxw-T0117-texts-un	alɔnu	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
!	H		29	e	sxw-T0117-texts-un	etɔ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø		30	ɔ	sxw-T0117-texts-un	etɔ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	Ø	%	31	ɛ	sxw-T0117-texts-un	kpɛ	ŋũtɔ tʃã mɛ̃ nĩ nɔ̃ ɖo osɔ we o alo osɔ mɔ ɦa le tã mɛ lwɛ ɛmɛ̃ xe nã alɔnũ etɔ̃ kpɛ̃	4
	L		1	a	sxw-T0117-texts-un	alo	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	H		2	o	sxw-T0117-texts-un	alo	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		3	ɛ	sxw-T0117-texts-un	mɛ	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
!	H		4	e	sxw-T0117-texts-un	xe	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		5	a	sxw-T0117-texts-un	na	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		6	o	sxw-T0117-texts-un	oɦo	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	L		7	o	sxw-T0117-texts-un	oɦo	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		8	e	sxw-T0117-texts-un	le	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	H		9	e	sxw-T0117-texts-un	e	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	H	top%	10	i	sxw-T0117-texts-un	si	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	L		11	a	sxw-T0117-texts-un	alo	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	H		12	o	sxw-T0117-texts-un	alo	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		13	o	sxw-T0117-texts-un	oga	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	L	top%	14	a	sxw-T0117-texts-un	oga	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	L		15	a	sxw-T0117-texts-un	alo	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	H		16	o	sxw-T0117-texts-un	alo	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
!	H		17	ɔ	sxw-T0117-texts-un	xɔlu	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		18	u	sxw-T0117-texts-un	xɔlu	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		19	ɛ	sxw-T0117-texts-un	wɛ	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	LH		20	a	sxw-T0117-texts-un	ka	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		21	i	sxw-T0117-texts-un	ji	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		22	o	sxw-T0117-texts-un	oto	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		23	o	sxw-T0117-texts-un	oto	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
!	H		24	e	sxw-T0117-texts-un	ɖe	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		25	ɛ	sxw-T0117-texts-un	mɛ	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø	top%	26	ɔ	sxw-T0117-texts-un	nɔ	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	H		27	e	sxw-T0117-texts-un	e	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		28	ɔ	sxw-T0117-texts-un	nɔ	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
!	H		29	ɛ	sxw-T0117-texts-un	xɛ	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		30	o	sxw-T0117-texts-un	osɔ	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
!	H		31	ɔ	sxw-T0117-texts-un	osɔ	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	H		32	i	sxw-T0117-texts-un	dʒi	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		33	ɛ	sxw-T0117-texts-un	wɛ	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
	Ø		34	o	sxw-T0117-texts-un	osɔ	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
!	H		35	ɔ	sxw-T0117-texts-un	osɔ	alo mɛ̃ xe nã oɦo le e si alo oga, alo xɔlu wɛ ka ji oto ɖe mɛ nɔ̃ e nɔ̃ xɛ osɔ dʒi wɛ osɔ nɔ̃ kwĩ gbɔ̃ɔ̃ bo nɔ̃ do ji oto mɔ̃ ɦa tɔ̃ mɛ	5
